"Name","Description","Fulladdress","Street","Municipality","Categories","About","Plus Code","Time Zone","Price","Note","Amenities","Hotel Class","Phone","Phones","Claimed","Owner","Owner Id","Owner Link","Email","Social Medias","Review Count","Average Rating","Review URL","Google Maps URL","Google Knowledge URL","Latitude","Longitude","Website","Domain","Opening Hours","Featured Image","Cid","Fid","Place Id","Kgmid"
"Kings Korean BBQ - Buena Park",,"8535 Knott Ave, Buena Park, CA 90620","8535 Knott Ave","Buena Park, CA 90620","Korean barbecue restaurant, Basque restaurant, Korean beef restaurant, Korean restaurant","Service options: [Curbside pickup, Takeout, Dine-in, No delivery], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Comfort food], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom], Atmosphere: [Casual], Crowd: [Good for groups, Tourists], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking]","8553RXQQ+G6","America/Los_Angeles",,,,,"(714) 484-9292","(714) 484-9292, +1 714-484-9292","YES","Kings Korean BBQ - Buena Park (Owner)","115795207457953641862","https://www.google.com/maps/contrib/115795207457953641862","","",13,3.4,"https://search.google.com/local/reviews?placeid=ChIJq5bqvL4r3YARJWML8gwv5tk&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=15701288883520758565","https://www.google.com/search?kgmid=/g/11trvvpyg3",33.8388333,-118.0118778,,,"Tuesday: [Closed], Wednesday: [4-9:30 PM], Thursday: [4-9:30 PM], Friday: [4-9:30 PM], Saturday: [4-9:30 PM], Sunday: [4-9:30 PM], Monday: [Closed]","https://lh5.googleusercontent.com/p/AF1QipMoK3u3x2bJZMv-hB81TZpTx37yoTwYtP7VZIaL=w204-h92-k-no","15701288883520758565","0x80dd2bbebcea96ab:0xd9e62f0cf20b6325","ChIJq5bqvL4r3YARJWML8gwv5tk","/g/11trvvpyg3"
"SEOUL BBQ",,"1119 S Brea Canyon Rd, Diamond Bar, CA 91789","1119 S Brea Canyon Rd","Diamond Bar, CA 91789","Korean barbecue restaurant, Asian restaurant, Korean restaurant","Service options: [Dine-in, No delivery], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Comfort food, Wine], Dining options: [Lunch, Dinner], Amenities: [Restroom], Atmosphere: [Casual], Crowd: [Good for groups, Tourists], Planning: [Accepts reservations], Payments: [Credit cards], Children: [Good for kids], Parking: [Free parking lot, Free street parking, ]","8554X5X4+8G","America/Los_Angeles","$20–30",,,,"(909) 480-0084","(909) 480-0084, +1 909-480-0084","YES","SEOUL BBQ (Owner)","113018393492795207723","https://www.google.com/maps/contrib/113018393492795207723","","",75,4.5,"https://search.google.com/local/reviews?placeid=ChIJ3XslPOMrw4AR4MUx85hqGCQ&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=2600945989954160096","https://www.google.com/search?kgmid=/g/11tcby500r",33.9983116,-117.8437325,,,"Tuesday: [4-10 PM], Wednesday: [4-10 PM], Thursday: [4-10 PM], Friday: [12-10 PM], Saturday: [12-10 PM], Sunday: [12-9 PM], Monday: [4-10 PM]","https://lh5.googleusercontent.com/p/AF1QipPLOFL19K6dHkdP2gDBtMHy-Mk7F26x8QSxw0cz=w197-h92-k-no","2600945989954160096","0x80c32be33c257bdd:0x24186a98f331c5e0","ChIJ3XslPOMrw4AR4MUx85hqGCQ","/g/11tcby500r"
"RH BBQ #2","Compact eatery featuring all-you-can-eat Korean BBQ as well as traditional sides like kimchi & soup.","18751 Colima Rd, Rowland Heights, CA 91748","18751 Colima Rd","Rowland Heights, CA 91748","Korean barbecue restaurant, Korean restaurant","From the business: [Identifies as Asian-owned], Service options: [No-contact delivery, Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Cocktails, Comfort food, Late-night food, Private dining room, Salad bar, Small plates], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Family-friendly, Good for groups, Tourists], Planning: [Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs, Kids' menu], Parking: [Free parking lot, Free street parking, ], Pets: [Dogs allowed, Dogs allowed inside]","8554X4Q4+63","America/Los_Angeles","$30–50",,,,"(626) 965-2007","(626) 965-2007, +1 626-965-2007","YES","RH BBQ #2 (Owner)","117483292243801136785","https://www.google.com/maps/contrib/117483292243801136785","","instagram: https://www.instagram.com/rhbbq2rowlandheights
yelp: https://www.yelp.com/biz/rh-bbq-2-rowland-heights-2",640,4.1,"https://search.google.com/local/reviews?placeid=ChIJoVNGb_Yqw4ARsJMi8HV--lY&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=6267460876444537776","https://www.google.com/search?kgmid=/g/1tffdgk2",33.9880195,-117.8948008,"http://www.rhbbq2.biz/","rhbbq2.biz","Tuesday: [11:30 AM-10:30 PM], Wednesday: [11:30 AM-10:30 PM], Thursday: [11:30 AM-10:30 PM], Friday: [11:30 AM-11:30 PM], Saturday: [11:30 AM-11:30 PM], Sunday: [11:30 AM-10:30 PM], Monday: [11:30 AM-10:30 PM]","https://lh5.googleusercontent.com/p/AF1QipNiQCF9-Mlx5kI7zdzT6UFZ6QvndgFfIhZVj0Q=w122-h92-k-no","6267460876444537776","0x80c32af66f4653a1:0x56fa7e75f02293b0","ChIJoVNGb_Yqw4ARsJMi8HV--lY","/g/1tffdgk2"
"Baekjeong Rowland Heights",,"18900 Gale Ave STE A, Rowland Heights, CA 91748","18900 Gale Ave STE A","Rowland Heights, CA 91748","Korean barbecue restaurant, Restaurant","Service options: [Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Comfort food, Hard liquor, Late-night food], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Family-friendly, Good for groups, Tourists], Planning: [Usually a wait, Doesn't accept reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking]","8554X4V5+VQ","America/Los_Angeles","$30–50",,,,"(626) 772-6328","(626) 772-6328, +1 626-772-6328","YES","Baekjeong Rowland Heights (Owner)","111574190746372991305","https://www.google.com/maps/contrib/111574190746372991305","","instagram: https://www.instagram.com/baekjeongkbbq
yelp: https://www.yelp.com/biz/kang-ho-dong-baekjeong-los-angeles-4",651,4.4,"https://search.google.com/local/reviews?placeid=ChIJQxAX5Fkqw4ARGQ3mYqIB2lo&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=6546546805292010777","https://www.google.com/search?kgmid=/g/11bxg1plsz",33.994690999999996,-117.890525,"https://www.baekjeongkbbq.com/","baekjeongkbbq.com","Tuesday: [11:30 AM-10 PM], Wednesday: [11:30 AM-10 PM], Thursday: [11:30 AM-10 PM], Friday: [11:30 AM-11 PM], Saturday: [11 AM-11 PM], Sunday: [11 AM-10 PM], Monday: [11:30 AM-10 PM]","https://lh5.googleusercontent.com/p/AF1QipOY574_Z7_PzWnohJJrW3LNwuU23sD1cvC5SR6h=w92-h92-k-no","6546546805292010777","0x80c32a59e4171043:0x5ada01a262e60d19","ChIJQxAX5Fkqw4ARGQ3mYqIB2lo","/g/11bxg1plsz"
"Jeo jac Keo Ri Korean BBQ","No-frills Korean eatery dishing up comfort standards & tableside barbecue in homey, simple digs.","12201 E Carson St, Hawaiian Gardens, CA 90716","12201 E Carson St","Hawaiian Gardens, CA 90716","Korean barbecue restaurant, Restaurant","Service options: [Dine-in, No delivery, No takeout], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Cocktails, Comfort food, Happy hour drinks, Hard liquor, Late-night food, Wine], Dining options: [Lunch, Dinner], Amenities: [Restroom], Atmosphere: [Casual, Cozy, Trendy], Crowd: [College students, Good for groups, Tourists], Planning: [Accepts reservations, Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Parking: [Free parking lot, Free street parking, ]","8553RWJH+V9","America/Los_Angeles","$20–30",,,,"(562) 865-1178","(562) 865-1178, +1 562-865-1178","YES","Jeo jac Keo Ri Korean BBQ (Owner)","110240303227161413724","https://www.google.com/maps/contrib/110240303227161413724","username@gmail.com","",518,4,"https://search.google.com/local/reviews?placeid=ChIJQT2Xi9Et3YARdSxYOxKaFsU&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=14201707878055160949","https://www.google.com/search?kgmid=/g/1263m7jpb",33.8322085,-118.0715268,"https://www.jeojackeorikoreanbbqca.com/","jeojackeorikoreanbbqca.com","Tuesday: [4-10:30 PM], Wednesday: [12-10:30 PM], Thursday: [12-10:30 PM], Friday: [12 PM-12 AM], Saturday: [11 AM-12 AM], Sunday: [11 AM-12 AM], Monday: [12-10:30 PM]","https://lh5.googleusercontent.com/p/AF1QipP9Mf4JUa3GriMWIJStJcVGYdqkEH-AK2jghlrx=w80-h106-k-no","14201707878055160949","0x80dd2dd18b973d41:0xc5169a123b582c75","ChIJQT2Xi9Et3YARdSxYOxKaFsU","/g/1263m7jpb"
"Dae Bak Korean Restaurant","Beef hot pots & dumpling soup are featured at this casual Korean spot offering daily lunch specials.","11810 Centralia St, Lakewood, CA 90715","11810 Centralia St","Lakewood, CA 90715","Korean restaurant, Restaurant","Service options: [Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Comfort food, Healthy options, Small plates], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom], Atmosphere: [Casual, Cozy], Crowd: [Good for groups], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking]","8553RWQ9+9G","America/Los_Angeles","$10–20",,,,"(562) 865-5500","(562) 865-5500, +1 562-865-5500","NO","Dae Bak Korean Restaurant (Owner)",,"","","",141,4.5,"https://search.google.com/local/reviews?placeid=ChIJDU1h38Yt3YAR79rDkcylNv4&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=18318010832413514479","https://www.google.com/search?kgmid=/g/1tl7p09v",33.8384024,-118.0811913,,,"Tuesday: [11 AM-10 PM], Wednesday: [11 AM-10 PM], Thursday: [11 AM-10 PM], Friday: [11 AM-10 PM], Saturday: [11 AM-10 PM], Sunday: [11 AM-10 PM], Monday: [11 AM-10 PM]","https://lh5.googleusercontent.com/p/AF1QipM2qd792GF6-KpEZO4lv_cYZmRnB-SA_hNA_Kld=w122-h92-k-no","18318010832413514479","0x80dd2dc6df614d0d:0xfe36a5cc91c3daef","ChIJDU1h38Yt3YAR79rDkcylNv4","/g/1tl7p09v"
"Burning X Korean BBQ",,"13828 Red Hill Ave, Tustin, CA 92780","13828 Red Hill Ave","Tustin, CA 92780","Korean barbecue restaurant","From the business: [Identifies as Asian-owned], Service options: [Takeout, Dine-in, No delivery], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating,  Does not have assistive hearing loop], Offerings: [Alcohol, All you can eat, Beer, Comfort food, Happy hour drinks, Happy hour food, Salad bar, Small plates], Dining options: [Lunch, Dinner, Counter service, Seating], Amenities: [Restroom], Atmosphere: [Casual], Crowd: [Family-friendly, Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, ], Children: [Good for kids, High chairs, Kids' menu], Parking: [Free parking lot, Free street parking, ]","8554P5PQ+23","America/Los_Angeles","$20–30",,,,"(714) 573-9292","(714) 573-9292, +1 714-573-9292","YES","Burning X Korean BBQ (Owner)","101552047851311018971","https://www.google.com/maps/contrib/101552047851311018971","","",464,4,"https://search.google.com/local/reviews?placeid=ChIJVad_CFXb3IARrlun0Bpe3bk&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=13392964336132512686","https://www.google.com/search?kgmid=/g/11kmy604nj",33.735112099999995,-117.81233929999999,,,"Tuesday: [11:30 AM-10:30 PM], Wednesday: [11:30 AM-10:30 PM], Thursday: [11:30 AM-10:30 PM], Friday: [11:30 AM-11:30 PM], Saturday: [11:30 AM-11:30 PM], Sunday: [11:30 AM-10:30 PM], Monday: [11:30 AM-10:30 PM]","https://lh5.googleusercontent.com/p/AF1QipNu2e0SpFQfG21FHslBfCqGQwb3g7AG-6zdB6lg=w80-h106-k-no","13392964336132512686","0x80dcdb55087fa755:0xb9dd5e1ad0a75bae","ChIJVad_CFXb3IARrlun0Bpe3bk","/g/11kmy604nj"
"Gen Korean BBQ House","Local chain offering Korean BBQ grilled tableside & ban-chan in a trendy, modern setting.","16300 Beach Blvd, Westminster, CA 92683","16300 Beach Blvd","Westminster, CA 92683","Korean barbecue restaurant, Restaurant","Service options: [Takeout, Dine-in, No delivery], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Cocktails, Comfort food, Happy hour drinks, Hard liquor, Small plates, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Bar onsite, Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Family-friendly, Good for groups, Tourists], Planning: [Usually a wait], Payments: [Credit cards, Debit cards, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8554P2G6+GM","America/Los_Angeles","$20–30",,,,"(714) 596-8833","(714) 596-8833, +1 714-596-8833","YES","Gen Korean BBQ House (Owner)","100321949898346305148","https://www.google.com/maps/contrib/100321949898346305148","","facebook: https://www.facebook.com/genkoreanbbq
instagram: https://www.instagram.com/genkoreanbbq
linkedin: https://www.linkedin.com/company/gen-korean-bbq-house
tiktok: https://tiktok.com/@thegenkoreanbbq",601,4.2,"https://search.google.com/local/reviews?placeid=ChIJuZKx9lsm3YAR2dMKG6yheXs&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=8897320299407266777","https://www.google.com/search?kgmid=/g/1pp2tjvdr",33.7262719,-117.9883045,"http://genkoreanbbq.com/","genkoreanbbq.com","Tuesday: [11:30 AM-10:30 PM], Wednesday: [11:30 AM-10:30 PM], Thursday: [11:30 AM-10:30 PM], Friday: [11:30 AM-11 PM], Saturday: [11:30 AM-11 PM], Sunday: [11:30 AM-10:30 PM], Monday: [11:30 AM-10:30 PM]","https://lh5.googleusercontent.com/p/AF1QipNhgRYbpdBkBg35hUnev8eUkIhkiBR_6A_5IfV8=w122-h92-k-no","8897320299407266777","0x80dd265bf6b192b9:0x7b79a1ac1b0ad3d9","ChIJuZKx9lsm3YAR2dMKG6yheXs","/g/1pp2tjvdr"
"Da Rae Korean restaurant","Compact, simple restaurant offering traditional, homestyle Korean meals, including BBQ & bibimbap.","2984 Yorba Linda Blvd, Fullerton, CA 92831","2984 Yorba Linda Blvd","Fullerton, CA 92831","Korean restaurant","From the business: [Identifies as women-owned], Service options: [Curbside pickup, No-contact delivery, Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Comfort food, Healthy options, Organic dishes, Small plates, Vegetarian options], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Restroom], Atmosphere: [Casual], Crowd: [Good for groups, Tourists], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8554V4QF+HQ","America/Los_Angeles","$20–30",,,,"(714) 223-2787","(714) 223-2787, +1 714-223-2787","YES","Da Rae Korean restaurant (Owner)","113016411270330652678","https://www.google.com/maps/contrib/113016411270330652678","","yelp: https://www.yelp.com/biz/da-rae-bbq-restaurant-fullerton",193,4.4,"https://search.google.com/local/reviews?placeid=ChIJN45u-jTU3IARHrITe32Vat8&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=16098844184157598238","https://www.google.com/search?kgmid=/g/11c1q7tx_v",33.8888889,-117.8755556,"http://www.daraekorean.com/","daraekorean.com","Tuesday: [11 AM-9 PM], Wednesday: [11 AM-9 PM], Thursday: [11 AM-9 PM], Friday: [11 AM-9 PM], Saturday: [11 AM-9 PM], Sunday: [Closed], Monday: [11 AM-9 PM]","https://lh5.googleusercontent.com/p/AF1QipNys0In6Ko5f2G3v4pGHomJxz2jia7jJtn39QiU=w122-h92-k-no","16098844184157598238","0x80dcd434fa6e8e37:0xdf6a957d7b13b21e","ChIJN45u-jTU3IARHrITe32Vat8","/g/11c1q7tx_v"
"BBQ STOP AYCE - Diamond Bar","All-you-can-eat Korean BBQ cooked at tables in a laid-back, contemporary space with beer on tap.","20627 Golden Springs Drive, #3A/B, Diamond Bar, CA 91789","20627 Golden Springs Drive, #3A/B","Diamond Bar, CA 91789","Korean restaurant, Korean barbecue restaurant, Restaurant","Service options: [Outdoor seating, Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Comfort food, Hard liquor, Late-night food, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Family-friendly, Good for groups, Tourists], Planning: [Accepts reservations, Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs, Kids' menu], Parking: [Free parking lot, Free street parking]","8554X4WW+W4","America/Los_Angeles","$30–50",,,,"(909) 594-7755","(909) 594-7755, +1 909-594-7755","YES","BBQ STOP AYCE - Diamond Bar (Owner)","114656407437783317751","https://www.google.com/maps/contrib/114656407437783317751","bbqstopinc@gmail.com","facebook: https://www.facebook.com/bbqstopdb
instagram: https://www.instagram.com/bbqstop
yelp: https://www.yelp.com/biz/bbq-stop-diamond-bar-3",880,4.5,"https://search.google.com/local/reviews?placeid=ChIJZ12JKgsrw4ARqrUMHASIhLI&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=12863555986908820906","https://www.google.com/search?kgmid=/g/1tcxdgs4",33.9972797,-117.8547425,"http://www.bbqstop.com/","bbqstop.com","Tuesday: [12-10 PM], Wednesday: [12-10 PM], Thursday: [12-10 PM], Friday: [12-10 PM], Saturday: [12-10 PM], Sunday: [12-10 PM], Monday: [12-10 PM]","https://lh5.googleusercontent.com/p/AF1QipNYR1qtnieZxpB0rHPb8xSMDySCbhxKX2XNjdUD=w122-h92-k-no","12863555986908820906","0x80c32b0b2a895d67:0xb28488041c0cb5aa","ChIJZ12JKgsrw4ARqrUMHASIhLI","/g/1tcxdgs4"
"Gen Korean BBQ House","Local chain offering Korean BBQ grilled tableside & ban-chan in a trendy, modern setting.","300 S California Ave, West Covina, CA 91790","300 S California Ave","West Covina, CA 91790","Korean barbecue restaurant, Restaurant","Service options: [No-contact delivery, Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Cocktails, Comfort food, Late-night food, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Bar onsite, Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Family-friendly, Good for groups, Tourists], Planning: [Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8564339F+Q3","America/Los_Angeles","$30–50",,,,"(626) 699-1602","(626) 699-1602, +1 626-699-1602","YES","Gen Korean BBQ House (Owner)","108936954570807513206","https://www.google.com/maps/contrib/108936954570807513206","","facebook: https://www.facebook.com/genkoreanbbq
instagram: https://www.instagram.com/genkoreanbbq
linkedin: https://www.linkedin.com/company/gen-korean-bbq-house
tiktok: https://tiktok.com/@thegenkoreanbbq",957,4,"https://search.google.com/local/reviews?placeid=ChIJ0_dCeNbXwoARwrzhnd172W8&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=8059609199923018946","https://www.google.com/search?kgmid=/g/11b90f2t1t",34.0694162,-117.92726719999999,"http://genkoreanbbq.com/","genkoreanbbq.com","Tuesday: [11 AM-10:30 PM], Wednesday: [11 AM-10:30 PM], Thursday: [11 AM-10:30 PM], Friday: [11 AM-11:30 PM], Saturday: [11 AM-11:30 PM], Sunday: [11 AM-10:30 PM], Monday: [11 AM-10:30 PM]","https://lh5.googleusercontent.com/p/AF1QipNbM1QzuZ-wuBZcZL50fDLTurLn0lb8nbP0QouS=w122-h92-k-no","8059609199923018946","0x80c2d7d67842f7d3:0x6fd97bdd9de1bcc2","ChIJ0_dCeNbXwoARwrzhnd172W8","/g/11b90f2t1t"
"SongHak Korean BBQ - Artesia",,"11636 Artesia Blvd, Artesia, CA 90701","11636 Artesia Blvd","Artesia, CA 90701","Korean barbecue restaurant, Barbecue restaurant, Offal barbecue restaurant, Korean restaurant, Pan-Asian restaurant","From the business: [Identifies as Asian-owned], Service options: [Takeout, Dine-in, No delivery], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating,  Does not have assistive hearing loop], Offerings: [Alcohol, Beer, Comfort food, Happy hour drinks, Late-night food], Dining options: [Lunch, Dinner, Counter service, Seating], Amenities: [Gender-neutral restroom, Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Family-friendly, Good for groups, LGBTQ+ friendly, Transgender safespace], Planning: [Dinner reservations recommended, Accepts reservations, Usually a wait], Payments: [Credit cards, Debit cards, ], Children: [High chairs], Parking: [Free parking lot, Free street parking]","8553VWF7+4M","America/Los_Angeles","$20–30",,,,"(562) 219-5315","(562) 219-5315, +1 562-219-5315","YES","SongHak Korean BBQ - Artesia (Owner)","110984601038965958453","https://www.google.com/maps/contrib/110984601038965958453","donghwan@koma.media,songhakbbq@gmail.com","facebook: https://www.facebook.com/SongHakbbqofficial
instagram: https://www.instagram.com/songhakbbq
yelp: https://www.yelp.com/biz/songhak-korean-bbq-irvine-tustin",374,4.2,"https://search.google.com/local/reviews?placeid=ChIJL0OWWBIt3YARTS2mMDKO4sg&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=14475288498537901389","https://www.google.com/search?kgmid=/g/11cndf0603",33.8728013,-118.08586919999999,"https://songhakbbq.com/","songhakbbq.com","Tuesday: [4:30-10:30 PM], Wednesday: [4:30-10:30 PM], Thursday: [4:30-10:30 PM], Friday: [12-11:30 PM], Saturday: [12-11:30 PM], Sunday: [12-10:30 PM], Monday: [4:30-10:30 PM]","https://lh5.googleusercontent.com/p/AF1QipPC67tOwysGpzg9vAaCOAyNvjqtcYEIo7Z6eqcu=w122-h92-k-no","14475288498537901389","0x80dd2d125896432f:0xc8e28e3230a62d4d","ChIJL0OWWBIt3YARTS2mMDKO4sg","/g/11cndf0603"
"Zip Korean BBQ",,"2453 Park Ave, Tustin, CA 92782","2453 Park Ave","Tustin, CA 92782","Korean barbecue restaurant","From the business: [Identifies as Asian-owned], Service options: [Outdoor seating, Dine-in, No delivery, Onsite services not available, No takeout], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Cocktails, Comfort food, Small plates, Wine], Dining options: [Lunch, Dinner, Catering, Dessert, Seating], Amenities: [Restroom, Wi-Fi, ], Atmosphere: [Casual, Trendy], Crowd: [Family-friendly, Good for groups, LGBTQ+ friendly, Transgender safespace], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8554M5WC+VC","America/Los_Angeles","$30–50",,,,"(657) 571-2681","(657) 571-2681, +1 657-571-2681","YES","Zip Korean BBQ (Owner)","103387816621963993243","https://www.google.com/maps/contrib/103387816621963993243","","facebook: https://www.facebook.com/zipkoreanbbq
instagram: https://www.instagram.com/zipkoreanbbq
tiktok: https://www.tiktok.com/@zipkoreanbbq",127,4.3,"https://search.google.com/local/reviews?placeid=ChIJrxAcqNXd3IARKiPKJqHklsU&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=14237818652770050858","https://www.google.com/search?kgmid=/g/11t2pzlzbh",33.6972124,-117.8289219,"https://www.zipkoreanbbq.com/","zipkoreanbbq.com","Tuesday: [12-3 PM, 5-9 PM], Wednesday: [12-3 PM, 5-9 PM], Thursday: [12-3 PM, 5-9 PM], Friday: [12-3 PM, 5-10 PM], Saturday: [12-10 PM], Sunday: [12-9 PM], Monday: [12-3 PM, 5-9 PM]","https://lh5.googleusercontent.com/p/AF1QipOEHR3oQXuweonbjr7ImrWKKnYRk2nkFbeX_pSp=w122-h92-k-no","14237818652770050858","0x80dcddd5a81c10af:0xc596e4a126ca232a","ChIJrxAcqNXd3IARKiPKJqHklsU","/g/11t2pzlzbh"
